model,atoms,time,std,precision,gpu
eSEN-30M-MP,8,2930.066704750061,1.4241933822631836,float32,NVIDIA H100 80GB HBM3
eSEN-30M-MP,8,2929.1536808013916,38.5127067565918,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,8,14.134407043457031,0.4765023491064556,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,64,9.363889694213867,2.2066901999985085,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,216,27.97412872314453,0.34764555115480866,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,512,28.69439125061035,0.10414789041779736,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,1000,74.41115379333496,0.24125935164442364,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,1728,85.95466613769531,0.28952392950140804,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,2744,115.57519435882568,1.744803462417623,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,4096,203.08184623718262,1.8210091208250583,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,5832,248.96812438964844,1.0911804550514834,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,8000,393.21041107177734,0.442789024166805,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,10648,451.8704414367676,7.315548139744114,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,13824,542.7920818328857,3.0484517361496475,float32,NVIDIA H100 80GB HBM3
Nequix-MP-1,17576,766.6301727294922,1.1476483330928713,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,8,30.01582622528076,0.6357388555043229,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,64,33.844947814941406,0.8669981230656153,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,216,57.79314041137695,0.39189271982515755,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,512,64.40615653991699,0.4872337865800627,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,1000,196.96414470672607,3.6082920226618898,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,1728,222.2433090209961,1.912310059816456,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,2744,291.18502140045166,7.653772447927373,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,4096,437.68954277038574,2.5872370906452447,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,5832,555.0785064697266,19.09470756167424,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,8000,725.059986114502,32.59752533292313,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,10648,970.7754850387573,32.31926758837344,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,13824,1180.527925491333,46.80900084300761,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,17576,1585.4469537734985,72.47377553614744,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,21952,1846.7681407928467,69.43827813642592,float32,NVIDIA H100 80GB HBM3
MACE-MP-0,27000,2387.5937461853027,3.063347467059312,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,8,4.29534912109375,0.15151103177321945,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,64,7.523655891418457,0.16512096737940196,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,216,30.277371406555176,0.1987615528002342,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,512,35.864949226379395,0.1850765133987523,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,1000,89.17689323425293,0.2900571331737689,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,1728,112.51544952392578,0.2376351603662633,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,2744,153.49411964416504,0.27570849597177766,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,4096,266.6642665863037,2.04844166858189,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,5832,338.787317276001,0.2810045764279798,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,8000,519.3883180618286,1.3881879542750488,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,10648,621.1583614349365,3.2749482918637303,float32,NVIDIA H100 80GB HBM3
NequIP-MP-L,13824,759.5069408416748,0.6898788789159676,float32,NVIDIA H100 80GB HBM3
NequIP-MP-XL,8,5.833029747009277,0.025439989813367554,float32,NVIDIA H100 80GB HBM3
NequIP-MP-XL,64,15.33055305480957,0.07750060498424566,float32,NVIDIA H100 80GB HBM3
NequIP-MP-XL,216,57.79433250427246,0.31393430402479067,float32,NVIDIA H100 80GB HBM3
NequIP-MP-XL,512,104.10070419311523,0.2473621641421422,float32,NVIDIA H100 80GB HBM3
NequIP-MP-XL,1000,223.6807346343994,0.18554933387359615,float32,NVIDIA H100 80GB HBM3
NequIP-MP-XL,1728,351.4211177825928,0.3981440256405646,float32,NVIDIA H100 80GB HBM3
NequIP-MP-XL,2744,530.576229095459,0.9937473140231865,float32,NVIDIA H100 80GB HBM3
NequIP-MP-XL,4096,829.8890590667725,3.1963570340441554,float32,NVIDIA H100 80GB HBM3
NequIP-MP-XL,5832,1138.2834911346436,3.546446989242329,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,8,8.72182846069336,0.10710901571767377,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,64,18.486618995666504,6.111075163816586,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,216,65.32895565032959,1186.3102399666093,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,512,106.15837574005127,1053.4595370858715,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,1000,213.47928047180176,1.0701434099868417,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,1728,309.079647064209,6.533005201863847,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,2744,443.3406591415405,4.502343781768355,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,4096,682.8963756561279,41.642380976553966,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,5832,909.7691774368286,65.53069050151556,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,8000,1307.3663711547852,46.067681628991586,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,10648,1671.8461513519287,155.1985054705919,float32,NVIDIA H100 80GB HBM3
GRACE-2L-MPtrj,13824,2119.7948455810547,182.69761128179564,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,8,48.53940010070801,0.44546086007593977,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,64,49.790143966674805,0.5806752488142105,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,216,104.9882173538208,0.20101913457729786,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,512,210.76571941375732,0.21545261191612627,float32,NVIDIA H100 80GB HBM3
eSEN-6M-OC25,1000,397.6473808288574,0.174202206522598,float32,NVIDIA H100 80GB HBM3
